"2023-05-03 18:59:59,142 [INFO] Reporter Initialized!
"2023-05-03 18:59:59,142 [INFO] Reporter LEVEL: info
"2023-05-03 19:00:00,557 [INFO] Loaded csv data is 0503_0649PM
"2023-05-03 19:00:02,009 [INFO] None
"2023-05-03 19:00:10,817 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:11,011 [INFO] EPISODE 41, LOSS 0.00987959187477827
"2023-05-03 19:00:11,040 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:11,219 [INFO] EPISODE 42, LOSS 0.008754245005548
"2023-05-03 19:00:11,247 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:11,444 [INFO] EPISODE 43, LOSS 0.013093333691358566
"2023-05-03 19:00:11,518 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:11,681 [INFO] EPISODE 44, LOSS 0.0066649275831878185
"2023-05-03 19:00:11,709 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:11,848 [INFO] EPISODE 45, LOSS 0.04345010221004486
"2023-05-03 19:00:11,876 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:12,086 [INFO] EPISODE 46, LOSS 0.016889024525880814
"2023-05-03 19:00:12,115 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:12,357 [INFO] EPISODE 47, LOSS 0.016133084893226624
"2023-05-03 19:00:12,386 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:12,544 [INFO] EPISODE 48, LOSS 0.06384316086769104
"2023-05-03 19:00:12,573 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:12,728 [INFO] EPISODE 49, LOSS 0.006954863201826811
"2023-05-03 19:00:12,762 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:13,002 [INFO] EPISODE 50, LOSS 0.009311944246292114
"2023-05-03 19:00:13,032 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:13,183 [INFO] EPISODE 51, LOSS 0.014240754768252373
"2023-05-03 19:00:13,213 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:13,358 [INFO] EPISODE 52, LOSS 0.015137642621994019
"2023-05-03 19:00:13,387 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:13,547 [INFO] EPISODE 53, LOSS 0.019828718155622482
"2023-05-03 19:00:13,577 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:13,723 [INFO] EPISODE 54, LOSS 0.0953826904296875
"2023-05-03 19:00:13,753 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:13,906 [INFO] EPISODE 55, LOSS 0.027726013213396072
"2023-05-03 19:00:13,935 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:14,156 [INFO] EPISODE 56, LOSS 0.04152141511440277
"2023-05-03 19:00:14,185 [INFO] LOSS FUNCTION PLOTTED at ./fig/0503_0659PMloss.png
"2023-05-03 19:00:14,360 [INFO] EPISODE 57, LOSS 0.021217960864305496
